 TIME, Mass Concentration PM1.0, Mass Concentration PM2.5, Mass Concentration PM4.0 , Mass Concentration PM10, Number Concentration PM0.5, Number Concentration PM1.0, Number Concentration PM2.5, Number Concentration PM4.0, Number Concentration PM10, Particle Size
 Wed Mar 18 19:49:49 2020,1.40823627,0.82795626,0.82795572,0.82795674,3.19312739,2.22996259,2.99700499,2.99789619,2.99835801,0.31580913
 Wed Mar 18 19:50:04 2020,0.79994237,0.94702226,0.94702172,0.9470228,2.73809195,6.22225666,4.63436651,4.63630772,4.63731337,0.28267944
 Wed Mar 18 19:50:19 2020,1.32544434,1.19793963,1.19793856,1.19794083,2.98814225,6.74488783,3.76763415,3.76869011,3.76923728,0.31611013
 Wed Mar 18 19:50:34 2020,1.80652845,1.5381223,1.53812134,1.53812337,6.85953188,2.51105332,2.23112726,2.2320137,2.23247313,0.1781069
 Wed Mar 18 19:50:49 2020,1.44892418,0.74368554,0.74368501,0.74368614,7.34888363,2.05860448,3.26508737,3.51608014,3.51659465,0.31553113
 Wed Mar 18 19:51:04 2020,1.30311108,1.83542395,1.83542287,1.83542502,4.70916557,3.2374897,3.97397232,3.97489977,3.97538042,0.31522393
 Wed Mar 18 19:51:19 2020,0.75459456,0.79750615,0.79750568,0.79750669,7.64037895,7.86246729,5.27245283,5.27428246,5.27523041,0.13247162
 Wed Mar 18 19:51:34 2020,0.91027176,1.99098527,1.99098456,1.99098599,2.20926929,13.68170643,14.731493,14.73409748,14.73544693,0.28140163
 Wed Mar 18 19:51:49 2020,1.19468689,1.58337414,1.58337295,1.58337533,3.69220972,3.76701617,3.00607181,3.00713396,3.00768423,0.38173807
 Wed Mar 18 19:52:04 2020,1.79383016,1.19261646,1.19261527,1.19261754,6.84273386,3.52938962,2.95481896,2.95582223,2.95634198,0.28309965
 Wed Mar 18 19:52:19 2020,0.82598072,1.45109022,1.45108914,1.45109129,2.76438069,2.71609855,2.45282388,4.34502792,4.3460021,0.28279459
 Wed Mar 18 19:52:34 2020,1.93384659,1.33852732,1.33852649,1.33852828,3.44002581,3.93946004,2.73631358,2.73712969,2.73755264,0.38231993
 Wed Mar 18 19:52:49 2020,1.81072068,0.82596523,0.82596475,0.8259657,6.87360954,2.22249341,2.9894917,2.99038076,2.99084139,0.17867351
 Wed Mar 18 19:53:04 2020,0.94133317,0.62482607,0.62482554,0.62482655,7.63526535,7.85642672,5.2663765,5.26820421,5.26915169,0.17798388
 Wed Mar 18 19:53:19 2020,1.05864573,1.95828331,1.95828223,1.9582845,4.20498466,2.96502638,3.48437905,3.48539138,3.4859159,0.1320017
 Wed Mar 18 19:53:34 2020,1.42357719,1.58826125,1.58826005,1.58826232,5.73367453,2.19505525,2.96429038,2.96529627,2.96581769,0.20796722
 Wed Mar 18 19:53:49 2020,0.63915932,0.6817227,0.68172222,0.68172324,2.48733926,6.31438589,7.84908724,7.85090208,7.8518424,0.13188857
 Wed Mar 18 19:54:04 2020,1.46855319,0.86963665,0.86963618,0.86963707,2.96897793,3.29045272,3.55582237,3.55662632,3.55704284,0.13275766
 Wed Mar 18 19:54:19 2020,0.81625098,0.61620963,0.61620921,0.61620998,3.7876544,5.2093215,4.26856327,4.27002764,4.27078581,0.31511617
 Wed Mar 18 19:54:34 2020,0.67707592,1.16292858,1.16292775,1.16292942,3.87575006,3.53293228,3.5465045,7.65692902,7.65766478,0.17824954
 Wed Mar 18 19:54:49 2020,1.4098618,0.8835032,0.88350266,0.88350368,3.19585657,2.23318672,3.68774819,3.68864036,3.68910289,0.17830402
 Wed Mar 18 19:55:04 2020,1.9393419,1.30285048,1.30284953,1.30285144,5.80706644,3.04256296,2.27807903,2.27895594,2.27941036,0.17790335
 Wed Mar 18 19:55:19 2020,1.39265049,0.84665716,0.8466568,0.84665751,6.74077797,25.6480751,25.74342537,25.74841118,19.75099564,0.13241094
 Wed Mar 18 19:55:34 2020,1.7881676,0.50427794,0.50427729,0.50427854,3.24981999,4.84340191,2.94273543,2.9438355,2.94440556,0.19905674
 Wed Mar 18 19:55:49 2020,1.34361207,0.75539827,0.7553978,0.75539875,5.2166996,7.1402874,3.80545354,3.80631971,3.80676842,0.22398257
 Wed Mar 18 19:56:04 2020,1.91952884,1.71787143,1.71787035,1.71787238,5.23281527,3.97020912,2.706774,2.70770597,2.70818877,0.20793366
 Wed Mar 18 19:56:19 2020,1.78162754,0.68831998,0.68831939,0.68832058,3.23883915,4.8174572,2.21093655,2.21203279,2.21260071,0.22434014
 Wed Mar 18 19:56:34 2020,1.04811811,1.17532802,1.17532682,1.17532933,2.7040267,2.94143748,3.74383855,3.74494481,3.74551797,0.20725787
 Wed Mar 18 19:56:49 2020,1.59323621,1.96675396,1.96675277,1.96675515,3.45551467,3.00148416,2.30313277,2.3041997,2.30475235,0.24439341
 Wed Mar 18 19:57:04 2020,1.71594405,0.86116165,0.86116111,0.86116225,4.30109882,5.18575811,2.04919529,2.05017948,2.05068922,0.19855005
 Wed Mar 18 19:57:19 2020,0.68786758,1.62502086,1.62502015,1.62502146,5.16367579,4.3155241,5.85982752,5.86214447,5.86334515,0.20710385
 Wed Mar 18 19:57:34 2020,0.51929528,0.83855605,0.83855563,0.83855647,5.12831497,9.60537815,10.53598785,10.53889656,10.54040337,0.2240271
 Wed Mar 18 19:57:49 2020,1.58514416,1.83903277,1.83903158,1.83903408,5.81865263,3.76500773,2.28650093,2.28762507,2.28820753,0.22438318
 Wed Mar 18 19:58:04 2020,1.59137714,1.96478796,1.96478677,1.96478915,3.70239329,3.77904654,2.29942322,2.30048895,2.30104113,0.20707661
 Wed Mar 18 19:58:19 2020,0.86266518,1.43249953,1.43249846,1.43250072,2.27934766,5.65765715,4.13502264,4.13710737,4.13818789,0.22389543
 Wed Mar 18 19:58:34 2020,1.70486152,1.0294652,1.0294646,1.02946591,2.95658922,2.4557209,2.80664968,2.80784249,2.80846047,0.20726192
 Wed Mar 18 19:58:49 2020,0.63185447,0.94936538,0.94936478,0.94936591,7.13896179,3.49986291,7.78884268,7.79088879,7.7919488,0.13260251
 Wed Mar 18 19:59:04 2020,1.17512083,1.7596097,1.75960898,1.7596103,2.04978752,7.26246834,6.80719662,6.80953598,6.8107481,0.13245368
 Wed Mar 18 19:59:19 2020,1.42262816,1.58725762,1.58725643,1.5872587,5.73048735,2.19317293,2.96239662,2.96340227,2.96392322,0.20785022
 Wed Mar 18 19:59:34 2020,1.39749038,0.54452866,0.54452831,0.54452902,7.21078253,25.7248745,19.8206768,19.82568741,19.82828522,0.20789206
 Wed Mar 18 19:59:49 2020,0.74280477,1.05274451,1.05274332,1.0527457,2.51535654,4.13593531,6.73854113,6.74063873,6.74172544,0.13189405
 Wed Mar 18 20:00:04 2020,0.82286358,0.80266213,0.80266148,0.80266279,4.62587118,6.70836401,4.31490326,4.31720686,4.31840038,0.20792878
 Wed Mar 18 20:00:19 2020,1.70602,1.0300777,1.0300771,1.03007841,2.95853424,2.45801878,2.80896115,2.81015444,2.8107729,0.1781351
 Wed Mar 18 20:00:34 2020,0.63977104,0.68236959,0.68236905,0.68237007,2.48939323,6.31923914,7.8539691,7.85578537,7.85672665,0.31458354
 Wed Mar 18 20:00:49 2020,0.8100726,1.55484104,1.55484021,1.55484176,4.42141151,6.12931061,4.71932983,4.72076893,4.7215147,0.17807561
 Wed Mar 18 20:01:04 2020,1.05673563,1.95626342,1.95626223,1.9562645,4.19857025,2.96123743,3.73056793,3.73157907,3.73210287,0.28129053
 Wed Mar 18 20:01:19 2020,0.86214215,1.4313935,1.43139231,1.43139458,2.27759147,4.87225771,4.13084841,4.13293219,4.13401175,0.47330034
 Wed Mar 18 20:01:34 2020,0.93955439,0.62294507,0.62294453,0.62294555,2.49915957,6.34231377,5.2521801,5.25400352,5.25494862,0.47361505
 Wed Mar 18 20:01:49 2020,1.45274973,0.74570829,0.74570775,0.74570882,7.36172962,3.25369263,3.5227201,3.5237155,3.52423096,1.33248472
 Wed Mar 18 20:02:04 2020,1.7608422,0.91336989,0.9133696,0.91337025,4.13255405,31.54004097,25.63475418,25.63970757,25.64227295,0.47431409
 Wed Mar 18 20:02:19 2020,1.30932951,1.76447868,1.76447797,1.76447928,3.25274897,6.79899931,3.98447156,3.98564696,3.98625588,0.47337747
 Wed Mar 18 20:02:34 2020,0.62703431,0.55656123,0.55656064,0.55656183,7.85388565,2.54156542,6.31190109,7.75155973,7.75267839,0.38091254
 Wed Mar 18 20:02:49 2020,1.91356969,1.39502513,1.39502442,1.39502573,3.5203619,3.23280692,2.69290161,2.69408345,2.69469571,0.13238001
 Wed Mar 18 20:03:04 2020,0.56117642,1.04863966,1.04863846,1.04864085,2.50883913,5.68303633,6.72305107,6.72514439,6.72622871,0.22444308
 Wed Mar 18 20:03:19 2020,0.61860478,0.64828432,0.64828402,0.64828467,6.2718029,3.50425839,7.74238205,7.74480724,7.74606371,0.22387624
 Wed Mar 18 20:03:34 2020,0.50162899,1.42871821,1.42871714,1.42871928,3.5532856,5.83661842,7.31061172,6.7500205,6.75100946,0.2239933
 Wed Mar 18 20:03:49 2020,1.54716432,1.34269667,1.34269571,1.3426975,3.4466455,3.94728017,2.7441802,2.74499869,2.74542284,0.20763218
 Wed Mar 18 20:04:04 2020,0.55177015,0.57224983,0.57224935,0.57225031,6.14510155,5.74320412,4.21332455,4.21503067,4.21591473,0.22407436
 Wed Mar 18 20:04:19 2020,1.58294451,1.83670676,1.83670557,1.83670807,4.37376642,3.76064467,2.28211212,2.28323507,2.28381681,0.22431982
 Wed Mar 18 20:04:34 2020,1.79154813,1.19020319,1.19020212,1.19020438,6.83507061,3.52486324,2.20026565,2.20126748,2.20178652,0.22399724
 Wed Mar 18 20:04:49 2020,0.63948846,0.68207079,0.68207026,0.68207127,2.48844433,6.31699705,7.85171366,7.85352945,7.85447025,0.13206279
 Wed Mar 18 20:05:04 2020,0.81426179,0.61410612,0.6141057,0.61410654,6.96764946,5.19353962,4.25268793,4.25414753,4.25490332,0.31581974
 Wed Mar 18 20:05:19 2020,0.75908732,0.821832,0.82183141,0.8218326,5.2762537,7.76408958,5.36819029,5.3703661,5.37149334,0.28136599
 Wed Mar 18 20:05:34 2020,1.91324782,1.3948549,1.39485431,1.39485562,3.51982141,3.23216844,2.69225955,2.69344115,2.69405341,0.20765281
 Wed Mar 18 20:05:49 2020,0.69168484,1.79260087,1.7925998,1.79260194,3.2856338,4.35741234,5.83115959,5.8330555,5.8340373,0.19843227
 Wed Mar 18 20:06:04 2020,1.71132064,0.92902958,0.92902905,0.92903018,4.28557348,5.16741705,2.7899704,2.79095173,2.79146028,0.14866298
 Wed Mar 18 20:06:19 2020,1.05862093,1.95825708,1.95825589,1.95825815,4.20490122,2.96497703,3.7343297,3.48534179,3.48586631,0.1658619
 Wed Mar 18 20:06:34 2020,0.73707384,0.93756372,0.93756324,0.93756419,4.74531984,6.66276312,7.13314629,7.13486624,7.13575745,0.24468249
 Wed Mar 18 20:06:49 2020,1.58756864,1.58576059,1.5857594,1.58576179,3.69599891,3.77149248,3.01057458,3.01163793,3.01218891,0.19853914
 Wed Mar 18 20:07:04 2020,0.7493974,0.61963969,0.6196391,0.61964035,6.22969103,4.18334246,7.22723436,7.22952986,7.23071957,0.20722812
 Wed Mar 18 20:07:19 2020,0.56622803,0.62574673,0.62574619,0.62574732,6.68046427,3.48746014,6.26389122,6.26592922,6.26698542,0.17853457
 Wed Mar 18 20:07:34 2020,1.70630729,1.03022969,1.03022897,1.03023028,2.95901656,2.4585886,2.80953431,2.81072807,2.81134629,0.17790043
 Wed Mar 18 20:07:49 2020,0.98871398,0.94836694,0.9483664,0.94836748,2.74236226,6.23234606,4.64451504,4.6464591,4.64746666,0.17822176
 Wed Mar 18 20:08:04 2020,0.62337554,0.62956083,0.62956029,0.62956136,3.94108701,6.77878189,6.22192192,6.2238512,6.22485113,0.28148699
 Wed Mar 18 20:08:19 2020,1.20557725,0.75676781,0.75676733,0.75676829,4.25664759,7.15056276,3.81062174,3.81148934,3.811939,0.38191974
 Wed Mar 18 20:08:34 2020,1.69255221,0.69537437,0.69537401,0.69537479,2.82094264,2.77257919,2.00465584,2.00535297,2.00571418,0.28232157
 Wed Mar 18 20:08:49 2020,0.8277548,1.65796721,1.65796614,1.65796828,2.02033806,2.44188619,4.357306,4.35919094,4.3601675,0.31502593
 Wed Mar 18 20:09:04 2020,1.70958352,0.57848096,0.5784806,0.57848132,2.96451735,2.46508718,2.03482127,2.03601694,2.03663635,0.31568182
 Wed Mar 18 20:09:19 2020,1.39485621,0.54313588,0.54313552,0.54313624,7.19309139,25.68307495,19.77863121,19.78362846,19.78621864,0.31520331
 Wed Mar 18 20:09:34 2020,1.02670503,0.5467571,0.54675674,0.54675746,3.77579427,19.79175377,21.8879509,21.89298248,21.89558983,0.28178191
 Wed Mar 18 20:09:49 2020,0.82473701,1.44845986,1.44845879,1.44846094,2.76020432,2.71116471,2.44786072,2.44879937,2.44928575,0.316383
 Wed Mar 18 20:10:04 2020,1.67414558,1.92094028,1.92093921,1.92094123,7.33474064,2.27765918,2.51327181,2.51415396,2.51461077,0.17842638
 Wed Mar 18 20:10:19 2020,1.95810664,0.92378253,0.92378193,0.92378312,3.46474147,3.01238441,2.53284717,2.53391743,2.53447199,0.1321891
 Wed Mar 18 20:10:34 2020,0.74878114,0.61898804,0.61898738,0.61898863,6.22555208,4.17845297,7.22231579,7.22460985,7.22579861,0.13192719
 Wed Mar 18 20:10:49 2020,1.43463135,0.50736505,0.50736439,0.50736564,3.97837305,2.2145319,3.7356348,3.73673844,3.73731041,0.13274699
 Wed Mar 18 20:11:04 2020,0.88806409,0.98520529,0.98520464,0.98520595,4.64400768,7.22978926,4.33645535,4.33876562,4.33996248,0.31572938
 Wed Mar 18 20:11:19 2020,0.92350227,1.07032478,1.07032347,1.07032597,7.2959795,2.28853273,2.56016493,2.56129646,2.5618825,0.28142536
 Wed Mar 18 20:11:34 2020,1.18966055,1.20305896,1.20305789,1.20306015,2.99627042,7.20159292,3.77729321,3.77835226,3.77890086,0.28137064
 Wed Mar 18 20:11:49 2020,0.8635183,1.07564592,1.07564461,1.07564723,6.75037718,2.54851389,5.64040995,5.64267874,5.64385462,0.2816031
 Wed Mar 18 20:12:04 2020,1.9891901,0.51901883,0.51901847,0.51901919,5.84785509,28.4289341,26.28405952,26.28955841,26.29240799,0.17858982
 Wed Mar 18 20:12:19 2020,1.90674698,1.39141774,1.39141703,1.39141834,3.25890636,3.21927404,3.99178886,3.99296641,3.99357653,0.17795426
 Wed Mar 18 20:12:34 2020,0.56785238,0.86430854,0.86430794,0.86430913,6.32370138,2.304986,2.54426599,2.54533982,2.54589605,0.1324662
 Wed Mar 18 20:12:49 2020,0.93897998,0.62233764,0.62233716,0.62233818,2.49723077,6.33775663,7.87259579,7.87441826,5.2503624,0.13201606
 Wed Mar 18 20:13:04 2020,0.94601226,0.95111841,0.95111787,0.95111901,7.15009546,6.26287889,7.80207348,7.8041234,7.80518579,0.20715553
 Wed Mar 18 20:13:19 2020,0.69387341,1.42222953,1.42222846,1.42223048,3.29298306,4.37477636,7.28612566,7.28802729,7.28901196,0.22433048
 Wed Mar 18 20:13:34 2020,1.20702291,0.75753212,0.75753164,0.7575326,4.26150179,3.79689884,3.03225589,3.03312445,3.03357458,0.20718861
 Wed Mar 18 20:13:49 2020,1.16287422,1.70203686,1.7020359,1.70203769,2.52614951,6.86105871,3.19488096,3.1956315,3.1960206,0.20726287
 Wed Mar 18 20:14:04 2020,1.93152881,1.33607638,1.33607543,1.33607733,3.71738434,3.21611261,3.95043921,3.95125389,3.95167589,0.20727772
 Wed Mar 18 20:14:19 2020,0.55165976,0.57213306,0.57213259,0.57213354,6.14436007,5.74232817,4.21244335,4.21414948,4.21503305,0.22449183
 Wed Mar 18 20:14:34 2020,1.71196544,0.92937052,0.92936999,0.92937106,4.28773832,5.1699748,2.7912569,2.79223871,2.79274726,0.1327098
 Wed Mar 18 20:14:49 2020,1.5418185,1.39674282,1.39674222,1.39674354,3.52581644,3.9892509,2.6993835,2.70056748,2.7011807,0.17781615
 Wed Mar 18 20:15:04 2020,1.58073878,1.54531181,1.5453105,1.545313,4.36635923,3.75626945,3.02771115,3.02883267,3.0294137,0.1320101
 Wed Mar 18 20:15:19 2020,1.04517114,0.69364154,0.69364107,0.69364208,3.963166,3.69113541,3.45831752,3.45921612,3.45968175,0.17832762
 Wed Mar 18 20:15:34 2020,0.93680161,1.41391969,1.41391873,1.41392064,7.67003536,6.82382488,5.73118305,5.73287582,5.73375273,0.31501734
 Wed Mar 18 20:15:49 2020,1.34092557,0.75397784,0.75397736,0.75397831,5.20767832,7.12963009,3.80009341,3.80095792,3.80140591,0.2818408
 Wed Mar 18 20:16:04 2020,1.95797813,0.92371458,0.92371398,0.92371517,3.4645257,3.01212931,2.53259063,2.53366089,2.53421521,0.17864209
 Wed Mar 18 20:16:19 2020,0.56368649,0.56837171,0.56837112,0.56837225,6.66339588,3.72737813,3.496804,3.4978199,3.49834633,0.31502306
 Wed Mar 18 20:16:34 2020,1.57544923,1.29807317,1.29807222,1.29807425,5.79189634,3.033602,2.26906514,2.26993942,2.27039242,0.31494665
 Wed Mar 18 20:16:49 2020,0.73716044,0.93765533,0.93765485,0.93765581,4.74590158,6.66345024,7.1338377,7.13555765,7.13644886,0.13228953
 Wed Mar 18 20:17:04 2020,1.1665144,0.87103707,0.87103665,0.87103754,2.97342491,3.29570651,3.56110716,3.56191278,3.56233001,0.13215005
 Wed Mar 18 20:17:19 2020,0.93265283,1.68271673,1.68271601,1.68271744,3.65472126,2.5259974,5.70129013,5.70256042,5.70321894,0.17858887
 Wed Mar 18 20:17:34 2020,0.69351006,1.79646099,1.79645991,1.79646206,3.29176283,4.37189341,7.28322601,7.28512621,7.28611088,0.28281152
 Wed Mar 18 20:17:49 2020,0.99198341,0.76432425,0.76432371,0.76432484,2.47209096,4.633286,5.17060804,5.17256021,5.17357159,0.38184023
 Wed Mar 18 20:18:04 2020,0.5653975,0.57018101,0.57018048,0.57018161,6.6748867,3.73416567,6.25726318,6.25929928,6.26035452,0.47460556
 Wed Mar 18 20:18:19 2020,0.98985082,0.76206917,0.76206863,0.7620697,2.74617982,6.24136591,4.65358829,4.65553522,5.15654421,1.3297255
 Wed Mar 18 20:18:34 2020,1.78631902,0.69080049,0.69079983,0.69080108,3.24671602,4.83606815,2.93904686,2.94014597,2.94071531,0.31573045
 Wed Mar 18 20:18:49 2020,0.859433,1.78503883,1.78503764,1.78504002,2.26849413,4.85076332,5.67172718,5.67380428,5.6748805,0.31616712
 Wed Mar 18 20:19:04 2020,0.69392788,1.42234468,1.42234361,1.42234576,3.29316592,5.81270838,7.28656054,7.28846169,7.28944683,0.28237879
 Wed Mar 18 20:19:19 2020,1.44701624,0.74267673,0.7426762,0.74267733,5.77997637,2.05482006,3.26128054,3.26227212,3.26278591,0.17789227
 Wed Mar 18 20:19:34 2020,1.67311633,1.9198519,1.91985095,1.91985285,7.33128452,2.27561784,2.51121831,2.51209974,2.51255631,0.13205892
 Wed Mar 18 20:19:49 2020,0.7598511,0.82263964,0.82263905,0.8226403,4.78138304,7.77014923,5.3742857,4.81396341,4.81509209,0.28207469
 Wed Mar 18 20:20:04 2020,0.62890291,0.55853719,0.55853659,0.55853778,7.86643505,6.28545618,7.76431417,7.76647711,7.76759815,0.38193321
 Wed Mar 18 20:20:19 2020,1.9574939,0.92345858,0.92345798,0.92345917,3.46371269,3.01116896,2.53162456,2.53269434,2.53324866,1.32818794
 Wed Mar 18 20:20:34 2020,1.30114305,1.83334279,1.83334172,1.83334374,4.70255661,4.81092215,3.97004557,3.97097182,3.97145176,1.33144093
 Wed Mar 18 20:20:49 2020,0.61079723,1.29645979,1.29645896,1.29646063,2.68409109,7.66036892,6.12520218,6.12663221,6.12737274,1.33261061
 Wed Mar 18 20:21:04 2020,0.8860454,1.79058743,1.79058647,1.7905885,3.28243709,4.34985924,5.82356167,5.82545519,5.82643652,0.38156676
 Wed Mar 18 20:21:19 2020,0.9378975,0.62119293,0.62119246,0.62119347,2.49359584,6.32916832,7.86395693,7.86577654,7.86671925,0.47449183
 Wed Mar 18 20:21:34 2020,1.19053137,1.57897985,1.57897866,1.57898104,2.99773264,7.20504713,3.77903056,3.78009009,3.78063917,1.32936072
 Wed Mar 18 20:21:49 2020,1.53829968,1.44655704,1.44655609,1.44655812,2.75718307,2.70759559,2.44427061,2.44520831,2.44569397,0.47325611
 Wed Mar 18 20:22:04 2020,1.67825568,1.53466153,1.53466046,1.53466249,6.84854221,2.50456166,2.22459745,2.22548199,2.22594023,0.47407615
 Wed Mar 18 20:22:19 2020,0.99747008,0.8192926,0.81929213,0.81929302,7.81668854,4.68764544,4.71753883,5.21910238,5.21991253,0.38131475
 Wed Mar 18 20:22:34 2020,0.70065814,1.67490661,1.67490578,1.67490757,3.30284476,4.31030941,5.77971888,7.34388781,7.34475279,0.47337651
 Wed Mar 18 20:22:49 2020,1.03810644,0.8130669,0.81306648,0.81306726,6.04906464,3.71391559,3.44583035,3.4465189,3.44687581,0.47428787
 Wed Mar 18 20:23:04 2020,0.68309796,0.56412363,0.56412309,0.56412417,3.21300983,6.75674438,7.69975424,7.70167685,7.70267344,0.47379994
 Wed Mar 18 20:23:20 2020,0.56050956,1.04722941,1.04722822,1.0472306,2.5065999,5.67774534,4.15522909,6.7198205,6.72090435,0.38187158
 Wed Mar 18 20:23:35 2020,0.86340028,1.0753963,1.07539511,1.07539761,7.31208467,2.54804564,5.63946772,5.64173651,5.64291191,0.28156877
 Wed Mar 18 20:23:50 2020,1.95710766,0.92325431,0.92325372,0.92325491,3.46306419,3.01040268,2.31210375,2.53192353,2.53247786,0.28223538
 Wed Mar 18 20:24:05 2020,1.18521678,0.99133253,0.99133199,0.99133307,6.18055773,4.78493309,3.23822451,3.23914671,3.2396245,0.38131535
 Wed Mar 18 20:24:20 2020,1.04962885,1.17692566,1.17692435,1.17692685,2.70656323,2.94443417,3.74685287,3.74796009,3.74853373,0.38242054
 Wed Mar 18 20:24:35 2020,1.29915094,1.83123624,1.83123517,1.8312372,4.69586754,4.80301952,3.24732089,3.24824595,3.24872518,1.33124804
 Wed Mar 18 20:24:50 2020,0.73620296,0.63976783,0.63976735,0.6397683,4.73947096,4.21835327,7.12619591,7.12791395,7.12880373,1.21343565
 Wed Mar 18 20:25:05 2020,0.28177002,0.87464738,0.87464702,0.87464768,5.58176947,2.40901184,4.4268713,4.42929554,4.43055153,1.21452713
 Wed Mar 18 20:25:20 2020,0.28001615,1.33340907,1.33340836,1.33340967,3.12980127,6.04251337,4.58704996,4.58937931,4.59058619,1.21363783
 Wed Mar 18 20:25:35 2020,1.08361518,0.93469459,0.93469417,0.93469507,4.77958393,2.02074075,3.28599405,3.2867918,3.28720522,1.56511974
 Wed Mar 18 20:25:50 2020,0.75954443,0.82231539,0.8223148,0.82231599,5.27932358,7.76771641,5.37183857,5.37401533,4.81264353,1.21365499
 Wed Mar 18 20:26:05 2020,1.58287418,1.83663249,1.83663118,1.83663368,4.37353039,3.7605052,2.28197193,2.28309464,2.28367639,1.21159863
 Wed Mar 18 20:26:20 2020,1.32266998,1.32000577,1.3200047,1.32000697,2.23348403,6.73388195,7.2116971,7.21380568,7.21489811,1.32836986
 Wed Mar 18 20:26:35 2020,1.53487301,1.06793344,1.06793249,1.06793451,2.7514298,3.98204875,2.71868372,2.43836927,2.43885374,1.33093119
 Wed Mar 18 20:26:50 2020,1.30718422,1.76334429,1.76334369,1.763345,2.06164694,6.79048872,3.23019123,3.2313652,3.23197365,1.33108521
 Wed Mar 18 20:27:05 2020,0.56659073,0.92547441,0.92547381,0.925475,6.31522799,2.29998112,2.53923154,2.54030371,2.54085922,1.33217025
 Wed Mar 18 20:27:20 2020,1.94002163,1.30356932,1.30356836,1.30357027,5.80934906,3.04391122,2.27943516,2.28031254,2.2807672,1.33254266
 Wed Mar 18 20:27:35 2020,0.99342579,0.67192185,0.67192143,0.67192227,7.47064924,4.72089386,4.74858522,5.18753338,5.18828392,1.33238912
 Wed Mar 18 20:27:50 2020,1.53616452,1.06929922,1.06929815,1.06930029,2.75359821,2.70336056,2.44001055,2.44094682,2.441432,0.28295672
 Wed Mar 18 20:28:05 2020,0.67241186,1.2839005,1.28389966,1.28390133,6.63859749,2.7315042,2.49615669,2.49692321,2.49732018,0.31565142
 Wed Mar 18 20:28:20 2020,0.67208999,1.2832197,1.28321886,1.28322053,6.63643599,2.73022723,2.49487233,2.49563837,2.4960351,0.31608868
 Wed Mar 18 20:28:35 2020,1.57475042,1.29733431,1.29733336,1.29733527,5.78954983,3.03221607,2.26767111,2.26854491,2.26899767,0.38125789
